live_id,species,user_id,user_name,gender,time,content,label1,label2,label3,label
184704568,服饰鞋履,666666,deungnimse^o^:,未知,2025/4/12 22:37,我想看小苹果穿那个格纹套装,1,1,1,1
184704568,服饰鞋履,666666,微熏的猪头肉:,未知,2025/4/12 22:37,小苹果穿96号配白裤子吧!!!!,1,1,1,1
184704568,服饰鞋履,666666,甜甜向上:,未知,2025/4/12 22:37,小苹果账号是什么啊很喜欢,0,0,1,0
184704568,服饰鞋履,666666,香菜骑士:,未知,2025/4/12 22:37,小苹果可以试试40号裤子的黑色吗,1,1,1,1
184704568,服饰鞋履,666666,久在°:,未知,2025/4/12 22:37,什么时候还能发券呀,1,1,1,1
184704568,服饰鞋履,666666,@:,未知,2025/4/12 22:37,79号可以看一下嘛,1,1,1,1
184704568,服饰鞋履,666666,ago:,未知,2025/4/12 22:37,42号165102斤穿S还是M啊,1,1,1,1
184704568,服饰鞋履,666666,嘟嘴大王:,未知,2025/4/12 22:37,160100斤穿S码?????,1,1,1,1
184704568,服饰鞋履,666666,地面猛虎:,未知,2025/4/12 22:37,想看一下96连衣裙,1,1,1,1
184704568,服饰鞋履,666666,ssuwanjjeu_:,未知,2025/4/12 22:37,好漂亮,1,1,1,1
184704568,服饰鞋履,666666,7__:,未知,2025/4/12 22:37,papi粉色泡泡短袖,1,1,1,1
184704568,服饰鞋履,666666,purple:,未知,2025/4/12 22:37,小苹果96,1,1,1,1
184704568,服饰鞋履,666666,九点准备睡觉:,未知,2025/4/12 22:37,苹果8号!!!拜托,1,1,1,1
184704568,服饰鞋履,666666,看美女的号:,未知,2025/4/12 22:37,苹果穿42好不好,1,1,1,1
184704568,服饰鞋履,666666,echo:,未知,2025/4/12 22:37,小苹果的袜子!,1,1,1,1
184704568,服饰鞋履,666666,财源滚滚来:,未知,2025/4/12 22:38,许愿呜呜呜买了好多,0,0,1,0
184704568,服饰鞋履,666666,ago:,未知,2025/4/12 22:38,42号165102斤穿S还是M啊42号165102斤穿S还是M啊,1,1,1,1
184704568,服饰鞋履,666666,Buiizz:,未知,2025/4/12 22:38,里面穿什么内衣阿贴吗?,1,1,1,1
184704568,服饰鞋履,666666,地面猛虎:,未知,2025/4/12 22:38,96想看96,1,1,1,1
184704568,服饰鞋履,666666,看美女的号:,未知,2025/4/12 22:38,nia你怎么可以换发型这么快,0,0,0,0
184704568,服饰鞋履,666666,_新亚小包包:,未知,2025/4/12 22:38,2号免单几点抽呀,0,1,0,0
184704568,服饰鞋履,666666,乐多:,未知,2025/4/12 22:38,明天还播吗,0,0,0,0
184704568,服饰鞋履,666666,财源滚滚来:,未知,2025/4/12 22:38,想要中手链子,1,1,1,1
184704568,服饰鞋履,666666,迪迪在这里:,未知,2025/4/12 22:38,来晚了goodbai还能有吗呜呜呜,0,1,1,1
184704568,服饰鞋履,666666,溏心蛋大王:,未知,2025/4/12 22:38,还有50的券吗,1,0,1,1
184704568,服饰鞋履,666666,酸奶油:,未知,2025/4/12 22:38,中一次,0,0,1,0
184704568,服饰鞋履,666666,鹅跟你讲:,未知,2025/4/12 22:38,@agom码宝,0,0,0,0
184704568,服饰鞋履,666666,Marks:,未知,2025/4/12 22:38,没货了,1,1,1,1
184704568,服饰鞋履,666666,哆米哆哆:,未知,2025/4/12 22:39,求讲解100,1,1,1,1
184704568,服饰鞋履,666666,purple:,未知,2025/4/12 22:39,想看96,0,1,1,1
184704568,服饰鞋履,666666,哆米哆哆:,未知,2025/4/12 22:39,想看100,0,1,1,1
184704568,服饰鞋履,666666,YuuFeii-:,未知,2025/4/12 22:39,抽中我,0,0,0,0
184704568,服饰鞋履,666666,摇摇七喜:,未知,2025/4/12 22:39,明天还播嘛,0,0,0,0
184704568,服饰鞋履,666666,鹅跟你讲:,未知,2025/4/12 22:39,@Buiizz宝30号链接,1,0,0,0
184704568,服饰鞋履,666666,sunny:,未知,2025/4/12 22:39,还有券吗,1,0,1,1
184704568,服饰鞋履,666666,笑呗:,未知,2025/4/12 22:39,珍珠小狗的t还有么,1,1,1,1
184704568,服饰鞋履,666666,Alano:,未知,2025/4/12 22:39,goodbai还补货嘛,1,1,1,1
184704568,服饰鞋履,666666,你要这样想我也没办法:,未知,2025/4/12 22:39,nina多高多重,0,0,0,0
184704568,服饰鞋履,666666,earrr:,未知,2025/4/12 22:39,goodbai还有吗,0,1,1,1
184704568,服饰鞋履,666666,mikkoWWWwww:,未知,2025/4/12 22:39,动物裙m码,1,1,1,1
184704568,服饰鞋履,666666,Chloe薄荷酒:,未知,2025/4/12 22:39,没有码了,1,1,1,1
184704568,服饰鞋履,666666,料好运:,未知,2025/4/12 22:39,@mikkoWWWwww稍等宝宝,0,0,0,0
184704568,服饰鞋履,666666,mikkoWWWwww:,未知,2025/4/12 22:39,动物裙m码还有吗,1,1,1,1
184704568,服饰鞋履,666666,鼠尾草的夏天:,未知,2025/4/12 22:39,80号m码补不了吗,1,1,1,1
184704568,服饰鞋履,666666,地面猛虎:,未知,2025/4/12 22:39,nia试一下96看看叭,1,1,1,1
