live_id,species,user_id,user_name,gender,time,content,label
shisan66,生鲜水果,3xengawu9ricazu,仔仔0110,未知,2025/4/9 17:06,是冰水蒸吗,1
shisan66,生鲜水果,3xbnkcwujw7ac76,敏敏宝妈计划,未知,2025/4/9 17:06,有奶酪棒吗,1
shisan66,生鲜水果,3xengawu9ricazu,仔仔0110,未知,2025/4/9 17:07,是冷水蒸吗,1
shisan66,生鲜水果,3xvjc6zsumdj6ne,梦里有你8595,未知,2025/4/9 17:07,截屏了,0
shisan66,生鲜水果,3xguhkn9pcjbmbg,＠%温酒叙余生＠爱生活,未知,2025/4/9 17:08,水开后在上锅蒸啊,0
shisan66,生鲜水果,3x5z5b7hiyhk6zc,银宝,未知,2025/4/9 17:08,什么时候能发货,0
shisan66,生鲜水果,3xvjc6zsumdj6ne,梦里有你8595,未知,2025/4/9 17:08,截图了,0
shisan66,生鲜水果,3xhbb4z8vwsdbky,偶遇小甜甜,未知,2025/4/9 17:09,孕妇可以吃吗,1
shisan66,生鲜水果,xxmhsh2012,未央,未知,2025/4/9 17:10,大概有几个,1
shisan66,生鲜水果,3xge2cjt98ptjjy,大表姐252,未知,2025/4/9 17:10,多久发货,0
shisan66,生鲜水果,3xcm7v5qp88ikxm, 浅色夏末,未知,2025/4/9 17:10,大概几个,1
shisan66,生鲜水果,LZ00881155991122,橙,未知,2025/4/9 17:10,直接这样吃吗,1
shisan66,生鲜水果,3xzc543wd87dv2s,九千七,未知,2025/4/9 17:11,有几个,1
shisan66,生鲜水果,3xk74bqxi3wyy6k,于小鱼302,未知,2025/4/9 17:12,多久发货,0
shisan66,生鲜水果,xululu8158,喜喜,未知,2025/4/9 17:12,"你看你后面那个女的,吃的龇牙咧嘴",0
shisan66,生鲜水果,HAHAHAHAhhhhhhaa,不小哭包,未知,2025/4/9 17:12,这是生的吗,0
shisan66,生鲜水果,3xk74bqxi3wyy6k,于小鱼302,未知,2025/4/9 17:12,几天发货,0
shisan66,生鲜水果,3xt8v7hhdns3ycq,梦缘03688,未知,2025/4/9 17:12,几天发货呀,0
shisan66,生鲜水果,3x7u4cxkbsty766,"霏霏,",未知,2025/4/9 17:12,蒸多久,1
shisan66,生鲜水果,3xmkjf6qi3aztyk,古戈尔,未知,2025/4/9 17:12,你的口水我吃,0
shisan66,生鲜水果,3xb8g8bz54pe7z9,一路向前,未知,2025/4/9 17:12,什么时候卖玉菇,1
shisan66,生鲜水果,ww---123321,美满向往星空,未知,2025/4/9 17:13,回来好开口吗,1
shisan66,生鲜水果,3xf5vwunxhiqm8a,丽50663,未知,2025/4/9 17:13,什么时候能发货,0
shisan66,生鲜水果,Zh881606,酷爱剧场,未知,2025/4/9 17:13,蒸多久,1
shisan66,生鲜水果,3xdz68pnmbk3kji,我的幸运时光,未知,2025/4/9 17:14,发什么快递,0
shisan66,生鲜水果,nsg1062364488,难受哥，，，,未知,2025/4/9 17:14,十斤几个,1
shisan66,生鲜水果,IL116688,每天去往暴富的路上,未知,2025/4/9 17:14,大概有几个啊,1
shisan66,生鲜水果,3xk3krd5rqqs2ei,α矫情就是我,未知,2025/4/9 17:14,大概几个,1
shisan66,生鲜水果,3xjirwncxw7h7km,糖宝358,未知,2025/4/9 17:14,有蘸的酱吗,1
shisan66,生鲜水果,3x2tcx8z6vjfaem,观海听涛,未知,2025/4/9 17:15,十斤几个,1
shisan66,生鲜水果,3x2zg8ahrc4q4vg,User_1585723654826,未知,2025/4/9 17:15,蒸多久,1
shisan66,生鲜水果,3x5nim5v9ctn5r4,A 雨染丶不忆流年,未知,2025/4/9 17:15,那叫摇住吧,0
shisan66,生鲜水果,3xdsv4rz6macc4s,随遇而安6831,未知,2025/4/9 17:15,有虾吗,1
shisan66,生鲜水果,3xh3f6jdbb6d9de,王美美4060,未知,2025/4/9 17:15,十斤大概几个,1
shisan66,生鲜水果,j1433051517,小穗苗,未知,2025/4/9 17:15,加油加油,0
shisan66,生鲜水果,j1433051517,小穗苗,未知,2025/4/9 17:16,欢迎欢迎,0
shisan66,生鲜水果,3xhet3wngwnnpu2,夏沫初颜959,未知,2025/4/9 17:16,北极甜虾,1
shisan66,生鲜水果,lijun163622378,坏怪怪1,未知,2025/4/9 17:16,你的辉了,0
shisan66,生鲜水果,AF112615,宝儿.625,未知,2025/4/9 17:16,来喽来喽,0
shisan66,生鲜水果,3xf5vwunxhiqm8a,丽50663,未知,2025/4/9 17:17,什么时候能发货,0
shisan66,生鲜水果,ljy2006002004,LOuO.,未知,2025/4/9 17:17,什么时候可以发货,0
shisan66,生鲜水果,3x8qvidqitx7ehs,向日葵4802,未知,2025/4/9 17:17,哪里发货呀,1
shisan66,生鲜水果,3x4dpvm87ny5ch2,正能量,未知,2025/4/9 17:17,看到了,0
shisan66,生鲜水果,sm18762202680,最好的自己,未知,2025/4/9 17:18,大虾有吗,1
shisan66,生鲜水果,3xxqh8q3hk8utaa,韩文举＠818,未知,2025/4/9 17:18,烤鱼片,1
shisan66,生鲜水果,3xiia5uzw4w2kba,雨诺   可乐,未知,2025/4/9 17:18,海苔拌饭,1
shisan66,生鲜水果,Mc-axiin,南方的居,未知,2025/4/9 17:18,鱿鱼丝,1
shisan66,生鲜水果,guoguo5210605,果果有话说,未知,2025/4/9 17:18,明太鱼干我的最爱,1
shisan66,生鲜水果,3x4k2gepvvn3xmg,煊糖芡糕,未知,2025/4/9 17:18,鱿鱼仔,1
shisan66,生鲜水果,Mc-axiin,南方的居,未知,2025/4/9 17:18,海苔海苔,1
shisan66,生鲜水果,3xph4yegr5vcsdi,蓝桉,未知,2025/4/9 17:18,鳕鱼片,1
shisan66,生鲜水果,WX13596058706,麻辣小环,未知,2025/4/9 17:18,黄鱼酥,1
shisan66,生鲜水果,3xdsv4rz6macc4s,随遇而安6831,未知,2025/4/9 17:18,大虾吧,0
shisan66,生鲜水果,3x8qvidqitx7ehs,向日葵4802,未知,2025/4/9 17:18,哪里发货,0
