live_id,species,user_id,user_name,gender,time,content,label
toybetatkshop,Toy & Handicraft,unknown,Letty Trevio,unknown,2025/4/10 12:16,hola,0
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,do you sell the new Rabeea secret? I need that one,1
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,Red panda is one of the best! That fluffy tail!,1
toybetatkshop,Toy & Handicraft,unknown,kate ,unknown,2025/4/10 12:16,Yayyyy thank you!!!,0
toybetatkshop,Toy & Handicraft,unknown,kate ,unknown,2025/4/10 12:16,I will take red panda,1
toybetatkshop,Toy & Handicraft,unknown,kate ,unknown,2025/4/10 12:16,Claim,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,"Would anyone like red panda? If not, I will keep..",0
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,whats the sample for Rabeea?,1
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,thats cute,1
toybetatkshop,Toy & Handicraft,unknown,laynaaaa,unknown,2025/4/10 12:16,red panda,1
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,Awwwe!! Red panda cute,1
toybetatkshop,Toy & Handicraft,unknown,Piki,unknown,2025/4/10 12:16,after can you show whats is left for rabea?,0
toybetatkshop,Toy & Handicraft,unknown,Rachel M Chhor ,unknown,2025/4/10 12:16,Layla sorry*,0
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,whats the sample for the new Rabeea?,1
toybetatkshop,Toy & Handicraft,unknown,Rachel M Chhor ,unknown,2025/4/10 12:16,"Hiii rina , how are u",0
toybetatkshop,Toy & Handicraft,unknown,Octoberhunty,unknown,2025/4/10 12:16,When is new FYP?,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,# 1 # 3 #5,0
toybetatkshop,Toy & Handicraft,unknown,Brefly,unknown,2025/4/10 12:16,elf dreamland,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,Bobo* hahaha,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,Love hobo,1
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,I hate to say but UFT for brown puppy,1
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,"What number are we on, yall?",0
toybetatkshop,Toy & Handicraft,unknown,Cita,unknown,2025/4/10 12:16,I absolutely love Laylas excitement when unboxing,0
toybetatkshop,Toy & Handicraft,unknown,Octoberhunty,unknown,2025/4/10 12:16,When is next FYP?,0
toybetatkshop,Toy & Handicraft,unknown,Lili,unknown,2025/4/10 12:16,Do you have one piece labubu?,1
toybetatkshop,Toy & Handicraft,unknown,Manda_Beth,unknown,2025/4/10 12:16,1 3,0
toybetatkshop,Toy & Handicraft,unknown,Manda_Beth,unknown,2025/4/10 12:16,Omg pressureeeeee,0
toybetatkshop,Toy & Handicraft,unknown,Jan Jan ,unknown,2025/4/10 12:16,Hi I was waiting you put my order,0
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,Hahaha,0
toybetatkshop,Toy & Handicraft,unknown,Manda_Beth,unknown,2025/4/10 12:16,Is Sakura out?,1
toybetatkshop,Toy & Handicraft,unknown,Jan Jan ,unknown,2025/4/10 12:16,Is Layla here yet,1
toybetatkshop,Toy & Handicraft,unknown,Manda_Beth,unknown,2025/4/10 12:16,Hahahah,0
toybetatkshop,Toy & Handicraft,unknown,Cita,unknown,2025/4/10 12:16,oh love the angel,0
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,Haha,0
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,lovely order,0
toybetatkshop,Toy & Handicraft,unknown,Foxinator,unknown,2025/4/10 12:16,oh nice,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,Oooooo,0
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,Love Angel pedudu!,1
toybetatkshop,Toy & Handicraft,unknown,Farrah,unknown,2025/4/10 12:16,That brown one is everything!,1
toybetatkshop,Toy & Handicraft,unknown,audrey ,unknown,2025/4/10 12:16,the pink is so cute with her little dress!,1
toybetatkshop,Toy & Handicraft,unknown,audrey ,unknown,2025/4/10 12:16,ahhh i love the brown!,1
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,I will keep then,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,i thought brown left!! Aahhh,0
toybetatkshop,Toy & Handicraft,unknown,Dovakin,unknown,2025/4/10 12:16,Omg HAHAH,0
toybetatkshop,Toy & Handicraft,unknown,Maby Mei,unknown,2025/4/10 12:16,omg cover!,1
toybetatkshop,Toy & Handicraft,unknown,Piki,unknown,2025/4/10 12:16,any order in line for her?,0
