live_id,species,user_id,user_name,gender,time,content,label
gibson_made,Outdoor Sports,unknown,CEASE FOR PEACE,unknown,2025/4/10 12:15,yes seeing 309,0
gibson_made,Outdoor Sports,unknown,Raelynn Jenkins,unknown,2025/4/10 12:15,can we hear it run,1
gibson_made,Outdoor Sports,unknown,Des Hedrick,unknown,2025/4/10 12:15,Ordered,0
gibson_made,Outdoor Sports,unknown,user3715337395901,unknown,2025/4/10 12:15,Keeps telling to select color,0
gibson_made,Outdoor Sports,unknown,Raul,unknown,2025/4/10 12:15,where do I find the note to seller ?,1
gibson_made,Outdoor Sports,unknown,Steven Dennis,unknown,2025/4/10 12:15,I am,0
gibson_made,Outdoor Sports,unknown,working man,unknown,2025/4/10 12:15,is it a 50 amp,1
gibson_made,Outdoor Sports,unknown,Texas girl,unknown,2025/4/10 12:15,go solar! I did.,0
gibson_made,Outdoor Sports,unknown,BazzyTX,unknown,2025/4/10 12:15,I burn tires for heat,0
gibson_made,Outdoor Sports,unknown,dustinb93,unknown,2025/4/10 12:15,Start it! How quite is it,0
gibson_made,Outdoor Sports,unknown,dustinb93,unknown,2025/4/10 12:15,Looks nice. Whats the run time,1
gibson_made,Outdoor Sports,unknown,ThereCanOnlyBeOne,unknown,2025/4/10 12:15,Is it quite,1
gibson_made,Outdoor Sports,unknown,Raul,unknown,2025/4/10 12:15,how do i contact you. I want to make sure the right shipping address,1
gibson_made,Outdoor Sports,unknown,Rickey Banks,unknown,2025/4/10 12:15,I bought 1,0
gibson_made,Outdoor Sports,unknown,Bigchief789,unknown,2025/4/10 12:15,Where are these made???,1
gibson_made,Outdoor Sports,unknown,Leseandra,unknown,2025/4/10 12:15,"Me, but I have more questions",0
gibson_made,Outdoor Sports,unknown,Justin Ritz,unknown,2025/4/10 12:15,Is it gas or propane?,1
gibson_made,Outdoor Sports,unknown,mike,unknown,2025/4/10 12:15,How much for the suitcase generator???,1
gibson_made,Outdoor Sports,unknown,Rickey Banks,unknown,2025/4/10 12:15,It is better to have and not need than to NEED AND NOT HAVE!,0
gibson_made,Outdoor Sports,unknown,Well?,unknown,2025/4/10 12:15,How much for the suitcase mumuummuummuummuumummumumumumumuummumumumuumumummuuumummumumuumumummuumumm,1
gibson_made,Outdoor Sports,unknown,Mystierie,unknown,2025/4/10 12:15,any solar?,1
gibson_made,Outdoor Sports,unknown,Leseandra,unknown,2025/4/10 12:15,Thanks,0
gibson_made,Outdoor Sports,unknown,slitheer4ever,unknown,2025/4/10 12:15,"I see you pointing at 4450, the sell says for 4400, difference?",1
gibson_made,Outdoor Sports,unknown,slitheer4ever,unknown,2025/4/10 12:15,"Perfect, thank you",1
gibson_made,Outdoor Sports,unknown,jamesbalderas731,unknown,2025/4/10 12:15,Where is it made ?,1
gibson_made,Outdoor Sports,unknown,Ernest Huff,unknown,2025/4/10 12:15,How much,1
gibson_made,Outdoor Sports,unknown,PePe,unknown,2025/4/10 12:15,I want one,1
gibson_made,Outdoor Sports,unknown,Brandon Hopkins,unknown,2025/4/10 12:15,Just bought mine,0
gibson_made,Outdoor Sports,unknown,Noemtzdesignz,unknown,2025/4/10 12:15,Electric start?,1
gibson_made,Outdoor Sports,unknown,Kathy KW,unknown,2025/4/10 12:15,is it made in usa?,1
gibson_made,Outdoor Sports,unknown,Kathy KW,unknown,2025/4/10 12:15,does it have wheels?,1
gibson_made,Outdoor Sports,unknown,orozcosautodetailing,unknown,2025/4/10 12:15,I just place my order  compa,0
gibson_made,Outdoor Sports,unknown,veronica,unknown,2025/4/10 12:15,just bought,0
gibson_made,Outdoor Sports,unknown,Noemtzdesignz,unknown,2025/4/10 12:15,How do i order?,1
gibson_made,Outdoor Sports,unknown,user8263592442736,unknown,2025/4/10 12:15,Placed an order as well,0
gibson_made,Outdoor Sports,unknown,orozcosautodetailing,unknown,2025/4/10 12:15,yes I did,0
gibson_made,Outdoor Sports,unknown,veronica,unknown,2025/4/10 12:15,$326,0
gibson_made,Outdoor Sports,unknown,Luke M,unknown,2025/4/10 12:15,the 2500,0
gibson_made,Outdoor Sports,unknown,orozcosautodetailing,unknown,2025/4/10 12:15,I got mine,0
gibson_made,Outdoor Sports,unknown,bigbankhank420,unknown,2025/4/10 12:15,do have a chargeable power station,1
gibson_made,Outdoor Sports,unknown,Tess,unknown,2025/4/10 12:15,What is it,1
