live_id,species,user_id,user_name,gender,time,content,label
bigbosswarehouse,Daily Essentials,unknown,Donna ,unknown,2025/4/24 17:58,Is it AA batteries Sam?,1
bigbosswarehouse,Daily Essentials,unknown,Sarah Louise Barnes,unknown,2025/4/24 17:58,under stairs cupboard perfect,0
bigbosswarehouse,Daily Essentials,unknown,OLD SCHOOl BMX UK,unknown,2025/4/24 17:58,I like them,0
bigbosswarehouse,Daily Essentials,unknown,Sarah Louise Barnes,unknown,2025/4/24 17:58,summer house,0
bigbosswarehouse,Daily Essentials,unknown,Crochet_Critter,unknown,2025/4/24 17:58,airing cupboard,1
bigbosswarehouse,Daily Essentials,unknown,Doreen Mudzingwa,unknown,2025/4/24 17:58,Good morning,0
bigbosswarehouse,Daily Essentials,unknown,Leanna x,unknown,2025/4/24 17:58,Link 1 set 10.. motion sensor lights.. 10 for 4,0
bigbosswarehouse,Daily Essentials,unknown,Donna ,unknown,2025/4/24 17:58,Perfect thanks,0
bigbosswarehouse,Daily Essentials,unknown,Gemma Parsons,unknown,2025/4/24 17:58,Do you know when the charging wires I brought last week should be with us ?.,0
bigbosswarehouse,Daily Essentials,unknown,Toni,unknown,2025/4/24 17:58,what is it please,1
bigbosswarehouse,Daily Essentials,unknown,Denise,unknown,2025/4/24 17:58,Got 2 sets are they AA?,0
bigbosswarehouse,Daily Essentials,unknown,Denise,unknown,2025/4/24 17:58,Thank you,0
bigbosswarehouse,Daily Essentials,unknown,Crochet_Critter,unknown,2025/4/24 17:58,loft hatch,0
bigbosswarehouse,Daily Essentials,unknown,Hayat,unknown,2025/4/24 17:58,just ordered,0
bigbosswarehouse,Daily Essentials,unknown,zowie,unknown,2025/4/24 17:59,Burger van,1
bigbosswarehouse,Daily Essentials,unknown,Michele Kirk-Willard,unknown,2025/4/24 17:59,bargain,0
bigbosswarehouse,Daily Essentials,unknown,Christine,unknown,2025/4/24 17:59,Ordered 1,0
bigbosswarehouse,Daily Essentials,unknown,Heather48,unknown,2025/4/24 17:59,Got 2 sets,0
bigbosswarehouse,Daily Essentials,unknown,Emma hayter,unknown,2025/4/24 17:59,missed it,0
bigbosswarehouse,Daily Essentials,unknown,AmyB ,unknown,2025/4/24 17:59,Sam you got any of them in dartford?,1
bigbosswarehouse,Daily Essentials,unknown,Nade( Just Me),unknown,2025/4/24 18:00,I just sit back relax & wait for my Evri driver to knock my door loads of orders coming lol exciting,0
bigbosswarehouse,Daily Essentials,unknown,Touchofloveuk,unknown,2025/4/24 18:00,Guys Check us Out,0
bigbosswarehouse,Daily Essentials,unknown,AmyB ,unknown,2025/4/24 18:00,No worries thank you for answering.,0
bigbosswarehouse,Daily Essentials,unknown,Caroline Goold,unknown,2025/4/24 18:00,only just missed out,0
bigbosswarehouse,Daily Essentials,unknown,Purple_Lady,unknown,2025/4/24 18:00,Just got my Duvet and garden post lights. Brilliant as always. Thanks,0
bigbosswarehouse,Daily Essentials,unknown,suzi,unknown,2025/4/24 18:00,450 to go for matts marathon goal,0
bigbosswarehouse,Daily Essentials,unknown,shay ¡î,unknown,2025/4/24 18:00,any ritual gift set,1
bigbosswarehouse,Daily Essentials,unknown,rcsszmaa,unknown,2025/4/24 18:00,what number are the cups,1
bigbosswarehouse,Daily Essentials,unknown,groovychick ,unknown,2025/4/24 18:01,450 fidget toy go,0
bigbosswarehouse,Daily Essentials,unknown,Christine,unknown,2025/4/24 18:01,Got my chairs they are lovely thank you,0
bigbosswarehouse,Daily Essentials,unknown,Blondie,unknown,2025/4/24 18:01,what are the bathroom set you was just on about ?,1
bigbosswarehouse,Daily Essentials,unknown,shay ¡î,unknown,2025/4/24 18:01,any ritual set,0
bigbosswarehouse,Daily Essentials,unknown,zowie,unknown,2025/4/24 18:02,Ordered,0
bigbosswarehouse,Daily Essentials,unknown,Nade( Just Me),unknown,2025/4/24 18:02,These are amazing value and heavy,0
bigbosswarehouse,Daily Essentials,unknown,Rachel,unknown,2025/4/24 18:02,I received mine yesterday they are lush,0
bigbosswarehouse,Daily Essentials,unknown,Blondie,unknown,2025/4/24 18:02,thank you..  wow,0
bigbosswarehouse,Daily Essentials,unknown,Sharon Devlin,unknown,2025/4/24 18:03,¨¬ have 6 of the bath set and they are truly nice,0
bigbosswarehouse,Daily Essentials,unknown,AmyB ,unknown,2025/4/24 18:03,Got 4 sets thank you!,0
bigbosswarehouse,Daily Essentials,unknown,zowie,unknown,2025/4/24 18:03,Ordered 3 thank you,0
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:04,Can I see Greek blanket please,1
bigbosswarehouse,Daily Essentials,unknown,Haych,unknown,2025/4/24 18:04,What is number 7?,1
bigbosswarehouse,Daily Essentials,unknown,K Ball567,unknown,2025/4/24 18:04,When will delivery be if I order today?,0
bigbosswarehouse,Daily Essentials,unknown,val,unknown,2025/4/24 18:04,received my 1 mystery item ordered 20 amazing value,0
bigbosswarehouse,Daily Essentials,unknown,x Nikki x,unknown,2025/4/24 18:05,are you doing pillows today aswell?,1
bigbosswarehouse,Daily Essentials,unknown,BellaSiroor,unknown,2025/4/24 18:05,Hey Sam i just received an email my order is cancelled!!!,0
bigbosswarehouse,Daily Essentials,unknown,Jenny Smith,unknown,2025/4/24 18:05,people can see how many orders he has to pack delivery will take as long as it takes,0
bigbosswarehouse,Daily Essentials,unknown,x Nikki x,unknown,2025/4/24 18:05,thank you,0
bigbosswarehouse,Daily Essentials,unknown,Peachyface,unknown,2025/4/24 18:07,Can you pin the Greek throws please,0
bigbosswarehouse,Daily Essentials,unknown,zowie,unknown,2025/4/24 18:07,Ordered,0
bigbosswarehouse,Daily Essentials,unknown,smith xx,unknown,2025/4/24 18:07,I love minex,1
bigbosswarehouse,Daily Essentials,unknown,jojo74_xx,unknown,2025/4/24 18:07,Can I see the other colours?,1
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:07,Thanks for showing,0
bigbosswarehouse,Daily Essentials,unknown,Hev,unknown,2025/4/24 18:07,my son loves his sam,0
bigbosswarehouse,Daily Essentials,unknown,Blondie,unknown,2025/4/24 18:07,thank you,0
bigbosswarehouse,Daily Essentials,unknown,Sharon Devlin,unknown,2025/4/24 18:07,my 2 king size greek pattern throws arrived and are brilliant,0
bigbosswarehouse,Daily Essentials,unknown,Rachael Wilson ,unknown,2025/4/24 18:07,I want one of these but do I need it?,0
bigbosswarehouse,Daily Essentials,unknown,lucyreed,unknown,2025/4/24 18:07,received my pillows love them,0
bigbosswarehouse,Daily Essentials,unknown,Blondie,unknown,2025/4/24 18:07,the ritual bath sets I was talking about,1
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:07,Please can I see Greek throw,1
bigbosswarehouse,Daily Essentials,unknown,Blondie,unknown,2025/4/24 18:07,"just ordered 4, is it possible to have a variety please",1
bigbosswarehouse,Daily Essentials,unknown,groovychick ,unknown,2025/4/24 18:17,I got mine yesterday with the heat lamp for out side,0
bigbosswarehouse,Daily Essentials,unknown,skippyevra,unknown,2025/4/24 18:17,Have you shown the throws ?,0
bigbosswarehouse,Daily Essentials,unknown,Stormcat,unknown,2025/4/24 18:17,Great quality item.,1
bigbosswarehouse,Daily Essentials,unknown,skippyevra,unknown,2025/4/24 18:17,Throws please,0
bigbosswarehouse,Daily Essentials,unknown,Claire,unknown,2025/4/24 18:17,"got my pillows yesterday, really lovely. thankyou",0
bigbosswarehouse,Daily Essentials,unknown,shane smith,unknown,2025/4/24 18:17,How good are they,1
bigbosswarehouse,Daily Essentials,unknown,Snoozeyaloose,unknown,2025/4/24 18:17,Just making more ice cream thanks to big boss,0
bigbosswarehouse,Daily Essentials,unknown,jojo74_xx,unknown,2025/4/24 18:17,Can you show the other colours in throws please,1
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:17,Them boxes behind you are giving me anxiety,0
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:17,Big one all stacked up,0
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:17,By the white tent,0
bigbosswarehouse,Daily Essentials,unknown,Snoozeyaloose,unknown,2025/4/24 18:17,"These are really loud, well worth the money!!",1
bigbosswarehouse,Daily Essentials,unknown,Fola,unknown,2025/4/24 18:18,where is the link,1
bigbosswarehouse,Daily Essentials,unknown,Kayleigh Bolt,unknown,2025/4/24 18:18,Do they have radio ?,1
bigbosswarehouse,Daily Essentials,unknown,Kayleigh Bolt,unknown,2025/4/24 18:18,Amazing,0
bigbosswarehouse,Daily Essentials,unknown,,unknown,2025/4/24 18:18,Got one for the other half for work,0
bigbosswarehouse,Daily Essentials,unknown,SEN mum,unknown,2025/4/24 18:18,Where are you based?,0
bigbosswarehouse,Daily Essentials,unknown,Rachel ¡â& Frankie ,unknown,2025/4/24 18:18,what tog is the duvet please,1
bigbosswarehouse,Daily Essentials,unknown,Tina baby,unknown,2025/4/24 18:18,got one,0
bigbosswarehouse,Daily Essentials,unknown,Maggie,unknown,2025/4/24 18:18,How much are the throws,1
bigbosswarehouse,Daily Essentials,unknown,Kayleigh Bolt,unknown,2025/4/24 18:18,Got it amazing thank you,0
bigbosswarehouse,Daily Essentials,unknown,Rachel ¡â& Frankie ,unknown,2025/4/24 18:18,fab Ty,1
bigbosswarehouse,Daily Essentials,unknown,Tracy,unknown,2025/4/24 18:18,GOT ONE  YEAH,0
bigbosswarehouse,Daily Essentials,unknown,Bee,unknown,2025/4/24 18:18,can I see the speaker please,0
bigbosswarehouse,Daily Essentials,unknown,Sharon Devlin,unknown,2025/4/24 18:18,got.2.speakers,0
bigbosswarehouse,Daily Essentials,unknown,Fola,unknown,2025/4/24 18:18,ordered,0
bigbosswarehouse,Daily Essentials,unknown,skippyevra,unknown,2025/4/24 18:18,"Show the throws please, the colours",1
bigbosswarehouse,Daily Essentials,unknown,Sue layden,unknown,2025/4/24 18:18,Got 1  + paid 2 fidgets,0
bigbosswarehouse,Daily Essentials,unknown,Bee,unknown,2025/4/24 18:18,do u have any of the garden speakers,1
bigbosswarehouse,Daily Essentials,unknown,Soph x,unknown,2025/4/24 18:18,How order,1
bigbosswarehouse,Daily Essentials,unknown,HE05SAN,unknown,2025/4/24 18:18,Where is the speakers mate,0
bigbosswarehouse,Daily Essentials,unknown,Leanna x,unknown,2025/4/24 18:18,Sold,0
bigbosswarehouse,Daily Essentials,unknown,joshg,unknown,2025/4/24 18:18,I sell designer clothes add my Snapchat. jalrepaaa,0
bigbosswarehouse,Daily Essentials,unknown,Victoria Williams,unknown,2025/4/24 18:18,i got these last week there lovely,0
bigbosswarehouse,Daily Essentials,unknown,marieanderson1973,unknown,2025/4/24 18:18,Got mine last week and they are stunning,0
bigbosswarehouse,Daily Essentials,unknown,Maggie,unknown,2025/4/24 18:18,How do I order throw,1
bigbosswarehouse,Daily Essentials,unknown,Lala,unknown,2025/4/24 18:18,How much are they,0
bigbosswarehouse,Daily Essentials,unknown,shane smith,unknown,2025/4/24 18:18,Bought speaker cheers,0
bigbosswarehouse,Daily Essentials,unknown,Mandy1906,unknown,2025/4/24 18:18,Anymore speakers Sam?,1
bigbosswarehouse,Daily Essentials,unknown,francesyoung346,unknown,2025/4/24 18:18,Got my tomato  bags.,0
bigbosswarehouse,Daily Essentials,unknown,RAYRAY,unknown,2025/4/24 18:18,Any lamps today Sam plz,1
bigbosswarehouse,Daily Essentials,unknown,Fola,unknown,2025/4/24 18:18,is the trolley for sale,1
bigbosswarehouse,Daily Essentials,unknown,Donna ,unknown,2025/4/24 18:18,The little trolleys are fab,0
bigbosswarehouse,Daily Essentials,unknown,Sue layden,unknown,2025/4/24 18:18,"Got these the other day, already in use.!",0
bigbosswarehouse,Daily Essentials,unknown,it's me..,unknown,2025/4/24 18:18,fiver,0
bigbosswarehouse,Daily Essentials,unknown,Sammii Francis,unknown,2025/4/24 18:18,thanks for the throws,0
bigbosswarehouse,Daily Essentials,unknown,Hazel Mabbitt,unknown,2025/4/24 18:18,already  using got last time,0
bigbosswarehouse,Daily Essentials,unknown,Caroline Goold,unknown,2025/4/24 18:18,ordered throw and duvet,0
bigbosswarehouse,Daily Essentials,unknown,Julie-Anne Potts,unknown,2025/4/24 18:18,get them told lol,0
bigbosswarehouse,Daily Essentials,unknown,Snoozeyaloose,unknown,2025/4/24 18:18,P45,0
bigbosswarehouse,Daily Essentials,unknown,Booziesuzie,unknown,2025/4/24 18:18,Job centre,0
bigbosswarehouse,Daily Essentials,unknown,groovychick ,unknown,2025/4/24 18:18,chop chop,0
bigbosswarehouse,Daily Essentials,unknown,mandygreenway235,unknown,2025/4/24 18:18,what you selling,0
bigbosswarehouse,Daily Essentials,unknown,Jane Seaman,unknown,2025/4/24 18:18,hi Sam just got my baskets and 2 xsmall portable juicers just love them thank you so much,0
bigbosswarehouse,Daily Essentials,unknown,Leanna x,unknown,2025/4/24 18:18,Claim the black one,0
bigbosswarehouse,Daily Essentials,unknown,Snoozeyaloose,unknown,2025/4/24 18:19,Got 2 thank you,0
bigbosswarehouse,Daily Essentials,unknown, Emily mum of 2 ,unknown,2025/4/24 18:19,Got 2 thanks,0
bigbosswarehouse,Daily Essentials,unknown,Fola,unknown,2025/4/24 18:19,got 1,0
bigbosswarehouse,Daily Essentials,unknown,Leanna x,unknown,2025/4/24 18:19,Il have yours sam,0
bigbosswarehouse,Daily Essentials,unknown,zain&=$.,unknown,2025/4/24 18:19,sam said white colour,0
